clues|clavedelainstitucion|nombredelainstitucion|clavedelaentidad|entidad|clavedelmunicipio|municipio|clavedelalocalidad|localidad|clavedelajurisdiccion|jurisdiccion|clavedeltipoestablecimiento|nombretipoestablecimiento|clavedetipologia|nombredetipologia|clavedesubtipologia|nombredesubtipologia|nombredelaunidad|nombrecomercial|clavetipodevialidad|tipodevialidad|vialidad|numeroexterior|numerointerior|clavetipodeasentamiento|tipodeasentamiento|asentamiento|codigopostal|referenciasdeldomicilio|claveestatusdeoperacion|estatusdeoperacion|rfcdelestablecimiento|telefono1delestablecimiento|extensiontelefonica1delestab|telefono2delestablecimiento|extensiontelefonica2delestab|fechadeconstruccion|fechadeiniciodeoperacion|claveunidadmovilmarca|unidadmovilmarca|unidadmovilmarcaespecifica|unidadmovilmodelo|claveunidadmovilprograma|unidadmovilprograma|claveunidadmoviltipo|unidadmoviltipo|claveunidadmoviltipologia|unidadmoviltipologia|clavedelainsadm|nombredelainsadm|clavenivelatencion|nivelatencion|claveestratounidad|estratounidad|clavetipoobra|tipoobra|clavepropiedaddelinmueble|propiedaddelinmueble|observacionesalregistro|latitud|longitud|claveultimomovimiento|ultimomovimiento|fechaultimomovimiento|comentariosdelavalidacion|clavemotivobaja|motivobaja|fechaefectivadebaja
BSIMB000585|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |03|BAJA CALIFORNIA SUR|002|MULEGE|0001|SANTA ROSALIA|02|MULEGÉ|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SANTA ROSALÍA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SANTA ROSALÍA|5|CALLE|SIN NOMBRE|2||16|FRACCIONAMIENTO|LOS FRAILES|23920|LOTE 14 NO. EXT. LOTE 14|1|EN OPERACION|SSI220901JS5|6151520789||||12/01/2008|15/04/2008|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|1|PROPIO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|27.3153476|-112.2380558|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
BSIMB000590|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |03|BAJA CALIFORNIA SUR|003|LA PAZ|0001|LA PAZ|03|LA PAZ|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LA PAZ|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LA PAZ|5|CALLE|FRANCISCO KING RONDERO|SIN NÚMERO||7|COLONIA|AGUSTIN OLACHEA|23010|ENTRE MELITON ALBAÑEZ Y CALLEJON DE ACCESO UNO|1|EN OPERACION|SSI220901JS5|6121216249||||01/01/2007|01/10/2008|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|1|PROPIO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|24.162437|-110.2925043|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
BSIMB000602|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |03|BAJA CALIFORNIA SUR|008|LOS CABOS|0054|CABO SAN LUCAS|04|LOS CABOS|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LOS CABOS|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LOS CABOS|5|CALLE|PASEO CABO SAN LUCAS|SIN NÚMERO||7|COLONIA|LOS CANGREJOS|23473|ENTRE AVENIDA PASEO CABO DE ORO Y CALLE PASEO DE LAS CONCHAS|1|EN OPERACION|SSI220901JS5|6241725345||||10/01/2008|01/09/2008|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|1|PROPIO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|22.9061532|-109.9607557|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
BSIMB000614|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |03|BAJA CALIFORNIA SUR|009|LORETO|0001|LORETO|01|COMONDÚ|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LORETO|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LORETO|5|CALLE|JUAN MARIA DE SALVATIERRA|68||7|COLONIA|CENTRO|23880|ESQUINA IGNACIO ALLENDE|1|EN OPERACION|SSI220901JS5|6131351345||||11/04/2008|01/09/2008|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|1|PROPIO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|26.0071222|-111.3506456|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
CCIMB001444|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |04|CAMPECHE|002|CAMPECHE|0001|SAN FRANCISCO DE CAMPECHE|01|CAMPECHE|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CAMPECHE|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CAMPECHE|5|CALLE|TOPACIO|SIN NÚMERO||7|COLONIA|MINAS|24026|SIN REFERENCIAS|1|EN OPERACION|SSI220901JS5|9818235125||||01/02/2008|01/04/2008|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|5|OTRO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|19.864092|-90.493715|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
CCIMB001456|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |04|CAMPECHE|003|CARMEN|0001|CIUDAD DEL CARMEN|03|CARMEN|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CARMEN|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CARMEN|5|CALLE|56|SIN NÚMERO||7|COLONIA|PETROLERA|24179|SIN REFERENCIAS|1|EN OPERACION|SSI220901JS5|9383822029||||01/01/2008|01/08/2008|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|1|PROPIO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|18.6460527|-91.821736|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
CCIMB001461|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |04|CAMPECHE|011|CANDELARIA|0001|CANDELARIA|02|ESCÁRCEGA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CANDELARIA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CANDELARIA|3|AVENIDA|PRIMERO DE JULIO|SIN NÚMERO||7|COLONIA|INDEPENDENCIA|24330|SIN REFERENCIAS|1|EN OPERACION|SSI220901JS5|9821083563||||01/02/2008|01/08/2008|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|5|OTRO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|18.185422|-91.037628|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
CCIMB001473|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |04|CAMPECHE|009|ESCARCEGA|0001|ESCARCEGA|02|ESCÁRCEGA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ESCÁRCEGA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ESCÁRCEGA|5|CALLE|50|8||7|COLONIA|CARLOS SALINAS DE GORTARI|24350|SIN REFERENCIAS|1|EN OPERACION|SSI220901JS5|9828293124||||01/01/2008|01/08/2008|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|5|OTRO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|18.618537|-90.745724|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
CHSSA018181|SSA|SECRETARIA DE SALUD|08|CHIHUAHUA|037|JUAREZ|0001|JUAREZ|02|JUÁREZ|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES AZTECA|CECOSAMA AZTECA|5|CALLE|OLMECAS|6735  ||7|COLONIA|AZTECA|32280|SIN REFERENCIAS|1|EN OPERACION|SSC971029MU9|6566308360||||01/01/2006|01/07/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|SE CAMBIO RESPONSABLE DE LA UNIDAD Y SE AGREGO CORREO ELECTRONICO Y TELEFONO . CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|31.69062|-106.47429|B|MODIFICACION|02/07/2015||||
CHSSA018193|SSA|SECRETARIA DE SALUD|08|CHIHUAHUA|037|JUAREZ|0001|JUAREZ|02|JUÁREZ|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ALTAVISTA|CECOSAMA ALTAVISTA|5|CALLE|GARDENIAS|110  ||7|COLONIA|ALTAVISTA|32120|SIN REFERENCIAS|1|EN OPERACION|SSC971029MU9|6566844397||||01/01/2006|01/02/2011|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|SE CAMBIO RESPONSABLE DE LA UNIDAD Y SE AGREGO CORREO ELECTRONICO Y TELEFONO. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|31.75129|-106.50499|B|MODIFICACION|02/07/2015||||
CHSSA018205|SSA|SECRETARIA DE SALUD|08|CHIHUAHUA|037|JUAREZ|0001|JUAREZ|02|JUÁREZ|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ÁGUILAS DE ZARAGOZA|CECOSAMA ÁGUILAS DE ZARAGOZA|5|CALLE|TEZOZOMOC|SIN NUMERO  ||7|COLONIA|ÁGUILAS DE ZARAGOZA|32599|SIN REFERENCIAS|1|EN OPERACION|SSC971029MU9|6566475233||||01/01/2009|01/02/2011|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|SE CAMBIO RESPONSABLE DE LA UNIDAD Y SE AGREGO CORREO ELECTRONICO Y TELEFONO. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|31.62494|-106.33519|B|MODIFICACION|02/07/2015||||
CHSSA018251|SSA|SECRETARIA DE SALUD|08|CHIHUAHUA|017|CUAUHTEMOC|0001|CUAUHTEMOC|04|CUAUHTÉMOC|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CUAUHTÉMOC|CECOSAMA CUAUHTÉMOC|17|PERIFÉRICO|JORGE CASTILLO CABRERA|SIN NUMERO  ||7|COLONIA|TIERRA NUEVA|31524|SIN REFERENCIAS|1|EN OPERACION|SSC971029MU9|6251281050||||03/04/2009|03/11/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|SECAMBIO RESPONSABLE DE LA UNIDAD . CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|28.38812|-106.89429|B|MODIFICACION|04/06/2015||||
CHSSA018275|SSA|SECRETARIA DE SALUD|08|CHIHUAHUA|050|NUEVO CASAS GRANDES|0001|NUEVO CASAS GRANDES|05|NUEVO CASAS GRANDES|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES NUEVO CASAS GRANDES|CECOSAMA NUEVO CASAS GRANDES|5|CALLE|SEGUNDA LERDO DE TEJADA|712  ||7|COLONIA|HEROES DE LA REFORMA|31777|SIN REFERENCIAS|1|EN OPERACION|SSC971029MU9|6366941759||||01/02/2007|01/10/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|SE CORRIGIÓ LA DIRECCIÓN, SE ACTUALIZO EL RESPONSABLE DE LA UNIDAD Y SE MODIFICO EL CORREO ELECTRÓNICO.. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|30.41268|-107.88002|B|MODIFICACION|20/07/2016||||
CHSSA018280|SSA|SECRETARIA DE SALUD|08|CHIHUAHUA|019|CHIHUAHUA|0001|CHIHUAHUA|01|CHIHUAHUA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CHIHUAHUA SUR|CECOSAMA CHIHUAHUA SUR|17|PERIFÉRICO|GENARO VAZQUEZ|SIN NUMERO  ||7|COLONIA|DIVISION DEL NORTE, ETAPA III|31064|SIN REFERENCIAS|1|EN OPERACION|SSC971029MU9|6144350851||||01/01/2009|01/10/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|MODIFICACIÓN DEL NOMBRE DE LA UNIDAD. A SOLICITUD DEL ESTADO, PARA LA ESTANDARIZACIÓN DE LOS NOMBRES DE SUS UNIDADES MÉDICAS. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|28.59897|-106.03056|B|MODIFICACION|17/04/2012||||
CHSSA018374|SSA|SECRETARIA DE SALUD|08|CHIHUAHUA|019|CHIHUAHUA|0001|CHIHUAHUA|01|CHIHUAHUA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN JOSÉ|CECOSAMA SAN JOSÉ|5|CALLE|MANUEL GONZÁLEZ COSSÍO|SIN NÚMERO ||7|COLONIA|SAN JOSÉ|31126|SIN REFERENCIAS|1|EN OPERACION|SSC971029MU9|6144190655||||01/09/2009|01/02/2010|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|1|PROPIO|SE CAMBIO RESPONSABLE DE LA UNIDAD . CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|28.68642|-106.11444|B|MODIFICACION|04/06/2015||||
CHSSA018386|SSA|SECRETARIA DE SALUD|08|CHIHUAHUA|021|DELICIAS|0001|DELICIAS|01|CHIHUAHUA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES DELICIAS|CECOSAMA DELICIAS|3|AVENIDA|ENRIQUE SAENZ|6144  ||7|COLONIA|LINDA VISTA|33086|SIN REFERENCIAS|1|EN OPERACION|SSC971029MU9|6394773827||||01/09/2009|01/02/2010|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|1|PROPIO|SE CAMBIO EL RESPONSABLE DE LA UNIDAD. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|28.16249|-105.4615|B|MODIFICACION|04/06/2015||||
CHSSA018456|SSA|SECRETARIA DE SALUD|08|CHIHUAHUA|032|HIDALGO DEL PARRAL|0001|HIDALGO DEL PARRAL|03|PARRAL|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES PARRAL|CECOSAMA PARRAL|5|CALLE|DOS REPÚBLICAS|SIN NUMERO  ||7|COLONIA|CHE GUEVARA|33826|SIN REFERENCIAS|1|EN OPERACION|SSC971029MU9|6275272866||||01/01/2010|01/02/2010|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|SE CAMBIO RESPONSABLE DE LA UNIDAD . CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|26.94044|-105.70418|B|MODIFICACION|04/06/2015||||
CHSSA018461|SSA|SECRETARIA DE SALUD|08|CHIHUAHUA|029|GUADALUPE Y CALVO|0001|GUADALUPE Y CALVO|03|PARRAL|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES GUADALUPE Y CALVO|CECOSAMA GUADALUPE Y CALVO|24|CARRETERA|DE LOS CIPRÉS|SIN NUMERO  ||7|COLONIA|ARBOLEDAS|33470|SIN REFERENCIAS|1|EN OPERACION|SSC971029MU9|6495370604||||01/01/2010|01/02/2010|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|CAMBIO DE RESPONSABLE DE LA UNIDAD. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|26.08034|-106.95361|B|MODIFICACION|04/06/2015||||
CLSSA002355|SSA|SECRETARIA DE SALUD|05|COAHUILA DE ZARAGOZA|033|SAN PEDRO|0001|SAN PEDRO|07|FRANCISCO I. MADERO|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN PEDRO|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN PEDRO|3|AVENIDA|DIANA RIOJAS DE COLOSIO|165||7|COLONIA|BURÓCRATAS MUNICIPALES|27810|DIANA RIOJAS DE COLOSIO NO. 165 , FRACC. BURÓCRATAS|1|EN OPERACION|SSC961129CH3|8727728500||||01/10/2007|01/08/2008|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|1|PROPIO|SE SOLICITÓ ACTUALIZACIÓN DE: ALTITUD,. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.7706|-102.981|B|MODIFICACION|24/12/2015||||
CLSSA002483|SSA|SECRETARIA DE SALUD|05|COAHUILA DE ZARAGOZA|035|TORREON|0001|TORREON|06|TORREÓN|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TORREÓN|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TORREÓN|7|CALZADA|MUEBLES|SIN NUMERO||39|ZONA INDUSTRIAL|PARQUE INDUSTRIAL ORIENTE|27272|CALLE DEL MUEBLE , ORIENTE, PARQUE INDUSTRIAL ORIENTE|1|EN OPERACION|SSC961129CH3|8717337002||||11/06/2008|01/01/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|1|PROPIO|SE SOLICITÓ ACTUALIZACIÓN DE: ALTITUD,. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.529|-103.3712|B|MODIFICACION|24/12/2015||||
