clues|clavedelainstitucion|nombredelainstitucion|clavedelaentidad|entidad|clavedelmunicipio|municipio|clavedelalocalidad|localidad|clavedelajurisdiccion|jurisdiccion|clavedeltipoestablecimiento|nombretipoestablecimiento|clavedetipologia|nombredetipologia|clavedesubtipologia|nombredesubtipologia|nombredelaunidad|nombrecomercial|clavetipodevialidad|tipodevialidad|vialidad|numeroexterior|numerointerior|clavetipodeasentamiento|tipodeasentamiento|asentamiento|codigopostal|referenciasdeldomicilio|claveestatusdeoperacion|estatusdeoperacion|rfcdelestablecimiento|telefono1delestablecimiento|extensiontelefonica1delestab|telefono2delestablecimiento|extensiontelefonica2delestab|fechadeconstruccion|fechadeiniciodeoperacion|claveunidadmovilmarca|unidadmovilmarca|unidadmovilmarcaespecifica|unidadmovilmodelo|claveunidadmovilprograma|unidadmovilprograma|claveunidadmoviltipo|unidadmoviltipo|claveunidadmoviltipologia|unidadmoviltipologia|clavedelainsadm|nombredelainsadm|clavenivelatencion|nivelatencion|claveestratounidad|estratounidad|clavetipoobra|tipoobra|clavepropiedaddelinmueble|propiedaddelinmueble|observacionesalregistro|latitud|longitud|claveultimomovimiento|ultimomovimiento|fechaultimomovimiento|comentariosdelavalidacion|clavemotivobaja|motivobaja|fechaefectivadebaja
MNIMB004331|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |16|MICHOACAN DE OCAMPO|053|MORELIA|0001|MORELIA|01|MORELIA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES MORELIA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES MORELIA|5|CALLE|MIGUEL ARREOLA |SIN NÚMERO||7|COLONIA|POBLADO OCOLUSEN|58270|SIN REFERENCIAS|1|EN OPERACION|SSI220901JS5|4433140419||||01/12/2007|01/12/2008|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|1|PROPIO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|19.693728|-101.155655|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
MNIMB004343|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |16|MICHOACAN DE OCAMPO|112|ZITACUARO|0001|HEROICA ZITACUARO|03|ZITÁCUARO|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ZITÁCUARO|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ZITÁCUARO|3|AVENIDA|MORELIA|91||7|COLONIA|INDEPENDENCIA|61512|SIN REFERENCIAS|1|EN OPERACION|SSI220901JS5|7151530936||||01/12/2007|01/12/2008|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|1|PROPIO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|19.426366|-100.3609|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
MNIMB004355|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |16|MICHOACAN DE OCAMPO|102|URUAPAN|0001|URUAPAN|05|URUAPAN|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES URUAPAN|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES URUAPAN|5|CALLE|MARIANO MATAMOROS|SIN NÚMERO||7|COLONIA|28 DE OCTUBRE |60070|SIN REFERENCIAS|1|EN OPERACION|SSI220901JS5|4521822181||||01/03/2007|01/12/2008|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|1|PROPIO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|19.421491|-102.079097|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
MNIMB004360|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |16|MICHOACAN DE OCAMPO|052|LAZARO CARDENAS|0001|CIUDAD LAZARO CARDENAS|08|LÁZARO CÁRDENAS|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LÁZARO CÁRDENAS|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LÁZARO CÁRDENAS|3|AVENIDA|PASEO DE LOS COCOTEROS|SIN NÚMERO||7|COLONIA|VICTOR MANUEL TINOCO RUBÍ|60950|SIN REFERENCIAS|1|EN OPERACION|SSI220901JS5|7531209268||||01/12/2007|01/12/2008|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|1|PROPIO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|17.9825|-102.219214|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
MSIMB001960|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |17|MORELOS|007|CUERNAVACA|0001|CUERNAVACA|01|CUERNAVACA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CUERNAVACA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CUERNAVACA|7|CALZADA|DE LEANDRO VALLE OTE|SIN NÚMERO||7|COLONIA|LOMAS DE LA SELVA|62270|FRENTE A LA FABRICA DE HIELO IDEAL|1|EN OPERACION|SSI220901JS5|7773128877||7773128877||31/08/2007|01/10/2008|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|4|REHABILITACION|1|PROPIO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|18.9319|-99.22908|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
MSIMB001972|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |17|MORELOS|031|ZACATEPEC|0001|ZACATEPEC DE HIDALGO|02|JOJUTLA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ZACATEPEC|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ZACATEPEC|6|CALLEJÓN|INTERIOR HOSPITAL VIEJO|SIN NÚMERO||7|COLONIA|LÁZARO CÁRDENAS|62780|SE UBICA A ESPALDAS DEL CENTRO DE SALUD ZACATEPEC|1|EN OPERACION|SSI220901JS5|7343420097||7343420097||30/04/2007|01/10/2008|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|4|REHABILITACION|1|PROPIO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|18.650076|-99.1943417|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
MSIMB001984|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |17|MORELOS|006|CUAUTLA|0001|CUAUTLA|03|CUAUTLA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CUAUTLA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CUAUTLA|24|CARRETERA|FERROCARRIL|SIN NÚMERO|LETRA C|7|COLONIA|FRANCISCO I MADERO|62742|A UN COSTADO DE LA ESCUELA DE EDUCACIÓN FÍSICA ESEF, AL INGRESAR SE UBICA DESPUÉS DE LA UNEME ENFERMEDADES CRÓNICA, LADO DERECHO, ES EL TERCER EDIFICIO. EL CARRO DE GOOGLE HEARTH NO INGRESA HASTA EL LUGAR, SE VISUALIZAN DESDE LA CALLE LOS ESTABLECIMIENTOS.|1|EN OPERACION|SSI220901JS5|7353520061||7353520061||30/10/1978|01/10/2008|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|4|REHABILITACION|1|PROPIO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|18.806035|-98.964785|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
MSIMB002042|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |17|MORELOS|011|JIUTEPEC|0001|JIUTEPEC|01|CUERNAVACA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES JIUTEPEC|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES JIUTEPEC|5|CALLE|REAL DE YAUTEPEC|SIN NÚMERO||7|COLONIA|EL PARAÍSO|62573|AL LADO DEL LABORATORIO ESTATAL DE SALUD PUBLICA|1|EN OPERACION|SSI220901JS5|7773128877||7773128877||31/01/2009|01/01/2010|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|4|REHABILITACION|1|PROPIO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|18.89959|-99.1645|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
MSIMB002054|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |17|MORELOS|018|TEMIXCO|0001|TEMIXCO|01|CUERNAVACA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TEMIXCO|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TEMIXCO|5|CALLE|TABACHINES|SIN NÚMERO||7|COLONIA|TEMIXCO CENTRO|62580|FRENTE AL IMSS CLINICA 16|1|EN OPERACION|SSI220901JS5|7773128877||7773128877||31/01/2009|01/04/2010|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|4|REHABILITACION|1|PROPIO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|18.85341|-99.22367|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
MSIMB002066|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |17|MORELOS|028|XOCHITEPEC|0001|XOCHITEPEC|01|CUERNAVACA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES XOCHITEPEC|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES XOCHITEPEC|5|CALLE|LEOPOLDO REYNOSO|SIN NÚMERO||7|COLONIA|XOCHITEPEC CENTRO|62790|ATRÁS DEL IMSS XOCHITEPEC|1|EN OPERACION|SSI220901JS5|7773128877||7773128877||31/03/2009|01/04/2010|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|4|REHABILITACION|1|PROPIO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|18.7841|-99.2309|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
NLSSA004886|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|045|SALINAS VICTORIA|0001|SALINAS VICTORIA|02|MONTERREY NORTE|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SALINAS VICTORIA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SALINAS VICTORIA|5|CALLE|AQUILES SERDAN|400||7|COLONIA|LEÓN A. FLORES|65500|SIN REFERENCIAS|1|EN OPERACION|SSN970115QI9|8183309250||||10/01/2017|01/07/2018|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|1|OBRA NUEVA|5|OTRO|APROBADA CONFORME A OFICIO ENVIADO POR LA DIRECCIÓN DE PLANEACIÓN DE SERVICIOS DE SALUD DE NUEVO LEÓN. ES UNA OBRA NUEVA QUE INICIA OPERACIONES EL 01/07/2018 POR LO QUE EL ALTA ES SOLICITADA CON RETRASO DE 7 MESES LO CUAL ES INCORRECTO PUES EN ESE PERIODO NO INFORMÓ LOS RECURSOS DISPONIBLES NI LA PRODUCTIVIDAD GENERADA. EN OFICIO DE SOLICITUD NO ACLARAN EL MOTIVO DEL RETRASO EN EL REGISTRO. PENDIENTE EL AVISO DE FUNCIONAMIENTO. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.971509|-100.290226|A|ALTA|12/02/2019||||
NLSSA005885|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|025|GENERAL ZUAZUA|0001|GENERAL ZUAZUA|02|MONTERREY NORTE|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ZUA ZUA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ZUA ZUA|3|AVENIDA|DEL IMPERIO|SIN NUMERO||7|COLONIA|REAL DE PALMAS|65760|SE ENCUENTRA EN LA PARTE ALTA DEL C.S.R. REAL DE PALMAS|1|EN OPERACION|SSN970115QI9|8183723884||||25/04/2012|25/06/2013|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|SE SOLICITA POR PARTE DEL ENCARGADO DE LA DIRECCION DE PLANEACION SE CAPTUREN LAS COORDENADAS GEOGRAFICAS EN LA PLATAFORMA CLUES DEL UNEME CAPA REAL DE PALMAS, CLUES NLSSA005885, SUS COORDENDAS A REGISTRAR SERIAN , LATITUD 25.54415,LONGITUD-100.167550, SE ADJUNTA OFICIO DONDE SOLICITA DICHO MOVIMIENTO DE MOFDIFICACION Y LISTADO DE LAS UNIDADES QUE TENIAN PENDIENTE DE CAPTURAR SUS COORDENADAS GOEGRAFICAS . CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.892783|-100.169602|B|MODIFICACION|05/03/2018||||
NLSSA005912|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|039|MONTERREY|0001|MONTERREY|01|MONTERREY|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN BERNABÉ II|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN BERNABÉ II|5|CALLE|APOLO|SIN NUMERO||7|COLONIA|SAN BERNABE 8 ° SECTOR|64100|SE CONOCE COMO MACROCENTRO SAN BERNABE|1|EN OPERACION|SSN970115QI9|8183286898||||08/10/2014|04/11/2014|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|1|OBRA NUEVA|2|RENTADO|SE SOLICITA EL ALTA EN CLUES DEL UNEME CENTRO DE ATENCION PRIMARIA EN ADICCIONES (CAPA ) SAN BERNABE II,PERTENECIENTE A LA JURISDICCION SANITARIA NO1 , SE ADJUNTA DOCUMENTACION SOPORTE . CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.764545|-100.370298|A|ALTA|05/03/2018||||
NLSSA014370|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|026|GUADALUPE|0001|GUADALUPE|04|GUADALUPE|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES VIVIENDA POPULAR|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES VIVIENDA POPULAR|5|CALLE|LÁZARO CÁRDENAS ENTRE AVENIDA NUEVO LEÓN Y JUÁREZ|450||7|COLONIA|VIVIENDA POPULAR|67170|AVE. LÁZARO CÁRDENAS NO. 450 ENTRE AVE. NUEVO LEÓN Y JUÁREZ|1|EN OPERACION|SSN970115QI9|8124591415||||01/05/2004|01/07/2007|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|CAMBIO DE RESPONSABLE DE LA UNIDAD. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.674983|-100.231895|B|MODIFICACION|05/03/2018||||
NLSSA014406|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|021|GENERAL ESCOBEDO|0001|CIUDAD GENERAL ESCOBEDO|02|MONTERREY NORTE|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ENCINAS|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ENCINAS|5|CALLE|COAHUILA|103||7|COLONIA|LAS ENCINAS|66050|COAHUILA NO. 103|1|EN OPERACION|SSN970115QI9|8183700000||||01/11/2007|01/04/2008|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|SE ACTUALIZÓ TELÉFONO. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.801515|-100.311602|B|MODIFICACION|09/01/2012||||
NLSSA014476|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|006|APODACA|0001|CIUDAD APODACA|04|GUADALUPE|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES APODACA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES APODACA|3|AVENIDA|RIO NILO Y RÍO PILON|SIN NUMERO||7|COLONIA|PUEBLO NUEVO|66646|RIO NILO S/N CRUZ CON RÍO PILON, COL. PUEBLO NUEVO|1|EN OPERACION|SSN970115QI9|8183866837||||01/05/2008|01/10/2008|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.758451|-100.163166|B|MODIFICACION|10/08/2018||||
NLSSA014604|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|048|SANTA CATARINA|0001|CIUDAD SANTA CATARINA|03|SAN PEDRO GARZA GARCÍA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SANTA CATARINA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SANTA CATARINA|5|CALLE|MARIANO JIMENEZ|SIN NUMERO||7|COLONIA|HACIENDA SANTA CATARINA|66357|MARIANO JIMENEZ S/N, COL. HDA. SANTA CATARINA|1|EN OPERACION|SSN970115QI9|8183907645||||01/05/2008|01/12/2008|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|SE ACTUALIZARON DATOS VARIOS. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.674186|-100.47535|B|MODIFICACION|05/03/2018||||
NLSSA014616|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|005|ANAHUAC|0001|ANAHUAC|05|SABINAS HIDALGO|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ANÁHUAC|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ANÁHUAC|5|CALLE|ALAMO|SIN NUMERO||7|COLONIA|AMPLIACIÓN OBRERA|65033|ALAMO S/N, COL. AMPLIACIÓN OBRERA|1|EN OPERACION|SSN970115QI9|8737370615||||01/09/2008|01/09/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|APROBADA CONFORME A OFICIO ENVIADO POR LA DIRECCIÓN DE PLANEACIÓN DE SERVICIOS DE SALUD DE NUEVO LEÓN,CAMBIA NOMBRE DE LA UNIDAD, ACTUALIZA NÚMERO TELEFÓNICO. . CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|27.247947|-100.126818|B|MODIFICACION|14/10/2019||||
NLSSA014621|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|044|SABINAS HIDALGO|0001|CIUDAD SABINAS HIDALGO|05|SABINAS HIDALGO|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SABINAS HIDALGO|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SABINAS HIDALGO|5|CALLE|LUCIO BLANCO|SIN NUMERO||7|COLONIA|EULOGIO REYES|65240|LUCIO BLANCO S/N, COL. EULOGIO REYES|1|EN OPERACION|SSN970115QI9|8242454213||||01/04/2008|01/04/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|26.529461|-100.172529|B|MODIFICACION|05/03/2018||||
